city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,nearest_region_idx,dist_km_nearest_region,access_score,nearest_provider,nearest_region,nearest_location_name,nearest_lat,nearest_lon,ai_inst_count,ai_works_recent,geo_city,geo_country_code,top_inst_count,top_inst_ai_works,regions_within_1000,regions_within_1500,providers_within_1000,score_proximity,score_provider_diversity,score_redundancy,score_population,score_institutions,bundle_score,distance_only_score,bundle_gain_vs_distance
Sinop,Sinop,-11.8639,-55.5039,Brazil,BR,BRA,Mato Grosso,,146005.0,1076876295,99,1590.9844243898474,45.13590158257258,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,0,0,0,0.7400389871861048,0.0,0.0,0.1535055017610989,0.0,31.90414201386068,74.00389871861049,-42.09975670474981
Cap-Haïtien,Cap-Haitien,19.75,-72.2,Haiti,HT,HTI,Nord,admin,190289.0,1332333795,103,1683.823386814713,43.0886013623636,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7248694416326876,0.0,0.0,0.19382812505921748,0.0,31.90219954119577,72.48694416326876,-40.58474462207299
Oral,Oral,51.2333,51.3667,Kazakhstan,KZ,KAZ,Batys Qazaqstan,admin,271900.0,1398593972,88,1813.4191310551996,40.38508850649926,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.7036939729023463,0.0,0.0,0.24815281721204846,0.0,31.87005117427458,70.36939729023463,-38.49934611596005
Krasnoyarsk,Krasnoyarsk,56.0167,92.8667,Russia,RU,RUS,Krasnoyarskiy Kray,admin,1083865.0,1643544975,13,2298.728026633781,31.68382101978103,aws,cn-northwest-1,China (Ningxia),37.3095528,105.96085530747736,0.0,0.0,,,0.0,0.0,0,0,0,0.6243962814302347,0.0,0.0,0.4586469053031207,0.0,31.855554836756202,62.43962814302348,-30.584073306267275
Consolacion,Consolacion,10.4,123.95,Philippines,PH,PHL,Cebu,,131528.0,1608199695,76,1562.8158759294508,45.77610582121615,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7446416245689758,0.0,0.0,0.13761090469357046,0.0,31.849828553162585,74.46416245689758,-42.614333903735
Nairobi,Nairobi,-1.2864,36.8172,Kenya,KE,KEN,Nairobi City,primary,5545000.0,1404000661,41,2870.044949387855,23.811001250489834,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.5310451941411023,0.0,0.0,0.7071209123676591,0.0,31.84862145115898,53.10451941411023,-21.25589796295125
Cherkessk,Cherkessk,44.2222,42.0575,Russia,RU,RUS,Karachayevo-Cherkesiya,admin,122395.0,1643955713,21,1544.3170757488303,46.20147149463386,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.7476642605904693,0.0,0.0,0.12665647630546534,0.0,31.80641756820075,74.76642605904694,-42.960008490846185
Townsville,Townsville,-19.2564,146.8183,Australia,AU,AUS,Queensland,,180820.0,1036500020,34,1681.0118534877197,43.14921647710712,azure,australiaeast,"New South Wales, Australia East, Asia Pacific",-33.86,151.2094,0.0,0.0,,,0.0,0.0,0,0,0,0.7253288358543032,0.0,0.0,0.18605869956533364,0.0,31.80403392765213,72.53288358543031,-40.728849657778184
Minglanilla,Minglanilla,10.245,123.7964,Philippines,PH,PHL,Cebu,,132135.0,1608573791,76,1575.9855423991348,45.47566805013472,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7424897494271476,0.0,0.0,0.13831176476588963,0.0,31.774266448574252,74.24897494271477,-42.474708494140515
Olmaliq,Olmaliq,40.85,69.6,Uzbekistan,UZ,UZB,Toshkent,,112078.0,1860946502,82,1523.1489231307153,46.693068354706405,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,0,0,0,0.751123058998326,0.0,0.0,0.11325255912074624,0.0,31.743710746744235,75.11230589983259,-43.36859515308836
Managua,Managua,12.15,-86.2667,Nicaragua,NI,NIC,Managua,primary,1028808.0,1558296252,31,2298.9785606986266,31.67985233012425,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.0,0.0,,,0.0,0.0,0,0,0,0.6243553450840059,0.0,0.0,0.4507114374029589,0.0,31.73488536440462,62.43553450840059,-30.700649143995975
Mawlamyine,Mawlamyine,16.4847,97.6258,Myanmar,MM,MMR,Mon State,admin,253734.0,1104530702,83,1810.502874480763,40.44401809944458,gcp,asia-southeast1,"Jurong West, Singapore, APAC",1.3434392,103.7058663,0.0,0.0,,,0.0,0.0,0,0,0,0.7041704785180479,0.0,0.0,0.2376273459798713,0.0,31.731229330419986,70.4170478518048,-38.68581852138481
Quetzaltenango,Quetzaltenango,14.8333,-91.5167,Guatemala,GT,GTM,Quetzaltenango,admin,225000.0,1320083599,31,1772.779753248925,41.214094994415895,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.0,0.0,,,0.0,0.0,0,0,0,0.7103342980071613,0.0,0.0,0.21933300913004966,0.0,31.703367057237198,71.03342980071614,-39.33006274347893
Wad Medani,Wad Medani,14.4,33.51,Sudan,SD,SDN,Al Gazira,admin,332714.0,1729581572,21,1909.9172958077795,38.48280576707826,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.6879265271252555,0.0,0.0,0.27887763470355004,0.0,31.70022560556347,68.79265271252555,-37.09242710696208
Saurimo,Saurimo,-9.6589,20.3934,Angola,AO,AGO,Lunda Sul,admin,393000.0,1024326839,41,1968.53459843104,37.37129464161862,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.6783486751206985,0.0,0.0,0.3042257753852678,0.0,31.697333635606956,67.83486751206985,-36.137533876462896
Santa Cruz,Santa Cruz,28.4667,-16.25,Spain,ES,ESP,Canary Islands,admin,209194.0,1724813158,89,1753.883550065624,41.60533527952401,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,0,0,0,0.7134218682200199,0.0,0.0,0.20824579456459602,0.0,31.660561647269738,71.34218682200199,-39.681625174732254
Talisay,Talisay,10.7333,122.9667,Philippines,PH,PHL,Negros Occidental,,102214.0,1608509888,76,1505.5623893405093,47.105463459764415,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.753996634041489,0.0,0.0,0.099229447095127,0.0,31.648307068086467,75.3996634041489,-43.75135633606243
Shahrisabz,Shahrisabz,39.05,66.8333,Uzbekistan,UZ,UZB,Qashqadaryo,,100300.0,1860513278,82,1500.1710651888534,47.232615173206455,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,0,0,0,0.7548775566108032,0.0,0.0,0.09635211580636929,0.0,31.64038400152767,75.48775566108033,-43.84737165955266
Karamay,Karamay,45.5928,84.8711,China,CN,CHN,Xinjiang,minor,391008.0,1156892128,13,1975.962112047363,37.23276413523668,aws,cn-northwest-1,China (Ningxia),37.3095528,105.96085530747736,0.0,0.0,,,0.0,0.0,0,0,0,0.6771350466697921,0.0,0.0,0.30345227058919705,0.0,31.63718592562964,67.7135046669792,-36.07631874134957
Matala,Matala,-14.7306,15.0367,Angola,AO,AGO,Huíla,,262763.0,1024249088,41,1838.0871224699288,39.89003824797887,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.6996633136866115,0.0,0.0,0.24294976125714424,0.0,31.63077896632162,69.96633136866114,-38.33555240233952
Poblacion,Poblacion,10.4167,123.9667,Philippines,PH,PHL,Cebu,,118753.0,1608456191,76,1561.4151625412676,45.8081766525573,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7448704959931531,0.0,0.0,0.12205835904742425,0.0,31.62569522543749,74.48704959931531,-42.86135437387782
Paulista,Paulista,-7.9408,-34.8728,Brazil,BR,BRA,Pernambuco,,300466.0,1076183876,75,1886.8987632052072,38.92827321106648,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,0,0,0,0.6916876708279347,0.0,0.0,0.2633593222016702,0.0,31.617896666142443,69.16876708279347,-37.55087041665102
Tyumen,Tyumen,57.15,65.5333,Russia,RU,RUS,Tyumenskaya Oblast’,admin,744554.0,1643040435,88,2204.6148008403466,33.210390225745925,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.6397740369389519,0.0,0.0,0.4014888338076065,0.0,31.613293984672175,63.977403693895184,-32.36410970922301
Gedaref,Gedaref,14.0333,35.3833,Sudan,SD,SDN,Al Gedaref,admin,354927.0,1729215057,21,1946.4046708599865,37.78710287256148,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.6819646240242054,0.0,0.0,0.2887152461109789,0.0,31.6093136526329,68.19646240242054,-36.58714874978764
Kuqa,Kuqa,41.7277,82.9364,China,CN,CHN,Xinjiang,minor,111499.0,1156894895,82,1542.9649147416233,46.23271797012543,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,0,0,0,0.7478851987338807,0.0,0.0,0.11246416592108542,0.0,31.602370438171505,74.78851987338807,-43.186149435216564
Urgut Shahri,Urgut Shahri,39.4007,67.2607,Uzbekistan,UZ,UZB,Samarqand,minor,99675.0,1860562788,82,1504.9129768545736,47.12076138135861,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,0,0,0,0.7541027456570333,0.0,0.0,0.09540064443194098,0.0,31.59511949276045,75.41027456570333,-43.815155072942886
Nazran,Nazran,43.2167,44.7667,Russia,RU,RUS,Ingushetiya,,117936.0,1643123780,21,1563.8452746077369,45.7525509521592,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.7444734246049195,0.0,0.0,0.12100751956659019,0.0,31.59404977769563,74.44734246049195,-42.85329268279632
Belém,Belem,-1.4558,-48.5039,Brazil,BR,BRA,Pará,admin,1499641.0,1076646823,75,2452.3932726277408,29.340638942945457,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,0,0,0,0.5992879444971401,0.0,0.0,0.5080707033038785,0.0,31.592578329443782,59.928794449714005,-28.336216120270223
Berezniki,Berezniki,59.4167,56.7833,Russia,RU,RUS,Permskiy Kray,,145115.0,1643757810,88,1636.7429135666375,44.11495008526027,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.7325622180808424,0.0,0.0,0.15257479969546028,0.0,31.591110718665604,73.25622180808425,-41.665111089418644
Flores,Flores,16.9333,-89.8833,Guatemala,GT,GTM,Petén,admin,144932.0,1320651129,31,1642.452572010178,43.98918903521347,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.0,0.0,,,0.0,0.0,0,0,0,0.7316292808571649,0.0,0.0,0.15238272324598295,0.0,31.55091208297634,73.16292808571649,-41.61201600274015
Kasama,Kasama,-10.1996,31.1799,Zambia,ZM,ZMB,Northern,admin,200000.0,1894305215,41,1755.0054951450202,41.58200237409877,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.7132385465138547,0.0,0.0,0.20140446421506286,0.0,31.55060882378013,71.32385465138546,-39.77324582760533
Kipushi,Kipushi,-11.76,27.25,Congo (Kinshasa),CD,COD,Haut-Katanga,,113347.0,1180810333,41,1556.8646103056983,45.91252156462223,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.7456140395187126,0.0,0.0,0.11496633735399495,0.0,31.549056641058428,74.56140395187127,-43.01234731081284
Hinthada,Hinthada,17.6483,95.4679,Myanmar,MM,MMR,Ayeyawady,,180728.0,1104524588,66,1720.5260319590243,42.30507985635199,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.0,0.0,,,0.0,0.0,0,0,0,0.7188723641890644,0.0,0.0,0.18598123308663708,0.0,31.54461306386213,71.88723641890644,-40.34262335504431
Fukang,Fukang,44.1523,87.9793,China,CN,CHN,Xinjiang,minor,165006.0,1156761099,13,1690.4945373475489,42.94511552633365,aws,cn-northwest-1,China (Ningxia),37.3095528,105.96085530747736,0.0,0.0,,,0.0,0.0,0,0,0,0.7237794001322404,0.0,0.0,0.17212780805719918,0.0,31.533093126147605,72.37794001322403,-40.84484688707643
Myingyan,Myingyan,21.4618,95.3914,Myanmar,MM,MMR,Mandalay,,163812.0,1104162015,64,1688.48958783666,42.98818850669897,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,0.0,0.0,,,0.0,0.0,0,0,0,0.724107001520099,0.0,0.0,0.1710223497823459,0.0,31.52961530753915,72.4107001520099,-40.88108484447075
Sterlitamak,Sterlitamak,53.6333,55.95,Russia,RU,RUS,Bashkortostan,,280233.0,1643812452,88,1880.886573366325,39.04547136151507,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.6926700405707085,0.0,0.0,0.2527477950982165,0.0,31.498018549301587,69.26700405707085,-37.76898550776926
Surigao,Surigao,9.7833,125.4833,Philippines,PH,PHL,Surigao del Norte,admin,154137.0,1608611556,76,1673.2670673104333,43.31663114326703,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7265943054766388,0.0,0.0,0.16175577532295754,0.0,31.490108848909916,72.65943054766389,-41.169321698753976
Carcar,Carcar,10.1167,123.6333,Philippines,PH,PHL,Cebu,,119664.0,1608778175,76,1586.2775101589457,45.24225208790364,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7408080796875369,0.0,0.0,0.1232216114891905,0.0,31.480647359839338,74.08080796875369,-42.60016060891435
Baybay,Baybay,10.6833,124.8,Philippines,PH,PHL,Leyte,,109432.0,1608960920,76,1555.7324460398208,45.93851918045681,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7457990310024237,0.0,0.0,0.10961585822700919,0.0,31.476199113502084,74.57990310024238,-43.10370398674029
Nevinnomyssk,Nevinnomyssk,44.6333,41.9333,Russia,RU,RUS,Stavropol’skiy Kray,,117446.0,1643869152,21,1581.1666675565573,45.35801294849265,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.7416431726016355,0.0,0.0,0.1203737751984286,0.0,31.47133353204185,74.16431726016354,-42.69298372812169
Escalante,Escalante,10.8333,123.5,Philippines,PH,PHL,Negros Occidental,,94070.0,1608433743,76,1505.290619992721,47.1118648052178,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7540410401549743,0.0,0.0,0.08659104474044658,0.0,31.460507277305673,75.40410401549742,-43.94359673819175
Naga,Naga,10.2167,123.75,Philippines,PH,PHL,Cebu,,115750.0,1608928299,76,1577.996604595451,45.42996383405701,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7421611492489363,0.0,0.0,0.11815964564825962,0.0,31.458840654681346,74.21611492489363,-42.757274270212285
Yessentuki,Yessentuki,44.0431,42.8644,Russia,RU,RUS,Stavropol’skiy Kray,,108679.0,1643737725,21,1556.820136008795,45.9135425395318,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.7456213064555159,0.0,0.0,0.10856484182230496,0.0,31.45332488555522,74.56213064555159,-43.10880575999637
Türkistan,Turkistan,43.3,68.2436,Kazakhstan,KZ,KAZ,Ongtüstik Qazaqstan,admin,227098.0,1398398278,82,1815.521009623688,40.34266852480701,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,0,0,0,0.7033505336624016,0.0,0.0,0.22074576928822526,0.0,31.44520788581945,70.33505336624016,-38.88984548042071
Mansa,Mansa,-11.1822,28.8833,Zambia,ZM,ZMB,Luapula,admin,129185.0,1894038366,41,1619.301367943219,44.50134894201582,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.7354121025899522,0.0,0.0,0.13487492854902652,0.0,31.439608031833487,73.54121025899522,-42.101602227161735
Paulo Afonso,Paulo Afonso,-9.4078,-38.2219,Brazil,BR,BRA,Bahia,,119214.0,1076084498,75,1591.730672785039,45.11906342706881,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,0,0,0,0.7399170529385719,0.0,0.0,0.12264811920206681,0.0,31.43640390557388,73.9917052938572,-42.55530138828331
Cotabato,Cotabato,7.2167,124.25,Philippines,PH,PHL,Cotabato,admin,299438.0,1608753128,76,1915.783555977813,38.37009606863649,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.6869680017545143,0.0,0.0,0.2628376416114939,0.0,31.42128469435298,68.69680017545143,-37.27551548109845
Toliara,Toliara,-23.35,43.6667,Madagascar,MG,MDG,Toliara,admin,115319.0,1450593748,41,1583.891934749688,45.29624868676147,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.7411978739495217,0.0,0.0,0.11759180474304991,0.0,31.411792029126616,74.11978739495217,-42.70799536582555
Portmore,Portmore,17.9667,-76.8667,Jamaica,JM,JAM,Saint Catherine,,170000.0,1388926551,103,1722.3909674381557,42.26565012050153,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7185676405798603,0.0,0.0,0.17666638682648225,0.0,31.392701425591646,71.85676405798603,-40.46406263239438
Ash Shaykh ‘Uthmān,Ash Shaykh `Uthman,12.8866,45.0279,Yemen,YE,YEM,‘Adan,minor,105248.0,1887195126,22,1555.2537037807217,45.94951685189287,aws,me-central-1,Middle East (United Arab Emirates) - ???,24.0002488,53.9994829,0.0,0.0,,,0.0,0.0,0,0,0,0.7458772557296081,0.0,0.0,0.10368188772522335,0.0,31.390318545062673,74.5877255729608,-43.19740702789814
Natal,Natal,-6.9838,-60.2699,Brazil,BR,BRA,Amazonas,,980588.0,1076336975,99,2336.2683671386358,31.094656957589777,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,0,0,0,0.6182623276407354,0.0,0.0,0.443404439698941,0.0,31.38155970111353,61.82623276407354,-30.444673062960007
EdDamer,EdDamer,17.59,33.96,Sudan,SD,SDN,River Nile,admin,103941.0,1729791168,21,1552.893553932891,46.00377273120084,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.746262895548219,0.0,0.0,0.10177979104727314,0.0,31.37721268763786,74.6262895548219,-43.24907686718403
Khasavyurt,Khasavyurt,43.25,46.5833,Russia,RU,RUS,Dagestan,minor,141259.0,1643734694,21,1660.6411000143062,43.590953311982766,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.7286573421699837,0.0,0.0,0.14847539306733595,0.0,31.373424582809385,72.86573421699836,-41.49230963418898
La Vega,La Vega,19.2242,-70.5283,Dominican Republic,DO,DOM,Cibao Sur,admin,220279.0,1214691060,103,1816.8526622000957,40.31581625603216,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7031329465212756,0.0,0.0,0.2161051806136203,0.0,31.36689557005533,70.31329465212755,-38.94639908207222
Mengdingjie,Mengdingjie,23.5517,99.0653,China,CN,CHN,Yunnan,,102992.0,1156696271,1,1552.0118627710558,46.02405776206952,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,0,0,0,0.7464069606464726,0.0,0.0,0.1003836488612027,0.0,31.362033158776946,74.64069606464726,-43.27866290587031
Villa Altagracia,Villa Altagracia,18.67,-70.17,Dominican Republic,DO,DOM,Valdesia,,270000.0,1214414901,103,1889.035591667863,38.886703900542535,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.6913385209036199,0.0,0.0,0.24708541285537575,0.0,31.359822028975433,69.133852090362,-37.77403006138657
Oton,Oton,10.6931,122.4736,Philippines,PH,PHL,Iloilo,,89115.0,1608471718,76,1501.997139058016,47.18950973246072,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7545791828459674,0.0,0.0,0.07835441957875304,0.0,31.358483607519993,75.45791828459673,-44.09943467707674
Ondjiva,Ondjiva,-17.0667,15.7333,Angola,AO,AGO,Cunene,admin,121537.0,1024504085,41,1610.4247586796785,44.69929844028968,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.7368625079485013,0.0,0.0,0.12558566959077763,0.0,31.358285361801713,73.68625079485012,-42.32796543304841
Cidade de Nacala,Cidade de Nacala,-14.55,40.6833,Mozambique,MZ,MOZ,Nampula,,206449.0,1508752825,41,1797.4428320119478,40.7089825667051,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.706304441500676,0.0,0.0,0.20623521878417037,0.0,31.345705941789593,70.63044415006759,-39.284738208278
Mogadishu,Mogadishu,2.0408,45.3425,Somalia,SO,SOM,Banaadir,primary,2120000.0,1706893395,22,2613.2851671404223,27.07274771173287,aws,me-central-1,Middle East (United Arab Emirates) - ???,24.0002488,53.9994829,0.0,0.0,,,0.0,0.0,0,0,0,0.5729987997325058,0.0,0.0,0.5607668734116793,0.0,31.331455090475423,57.299879973250576,-25.968424882775153
San Luis,San Luis,20.1881,-75.8486,Cuba,CU,CUB,Santiago de Cuba,minor,88496.0,1192042203,103,1504.0675931671658,47.14068315295219,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7542408782472874,0.0,0.0,0.0772934278412585,0.0,31.329036547510373,75.42408782472873,-44.09505127721836
Himamaylan,Himamaylan,10.1,122.8667,Philippines,PH,PHL,Negros Occidental,,106880.0,1608765297,76,1573.369710767608,45.53518530890752,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7429171667103452,0.0,0.0,0.106024071539308,0.0,31.30704774150343,74.29171667103452,-42.9846689295311
Tawau,Tawau,4.2981,117.8831,Malaysia,MY,MYS,Sabah,,113809.0,1458745722,7,1595.5888806487037,45.03210796444012,aws,ap-southeast-1,Asia Pacific (Singapore),1.357107,103.8194992,0.0,0.0,,,0.0,0.0,0,0,0,0.7392866359410771,0.0,0.0,0.11558550589500984,0.0,31.305248026068234,73.92866359410772,-42.62341556803948
Letpandan,Letpandan,17.7866,95.7507,Myanmar,MM,MMR,Bago,,176571.0,1104882792,66,1753.4975150724313,41.613366612253664,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.0,0.0,,,0.0,0.0,0,0,0,0.7134849449203782,0.0,0.0,0.1824391419295294,0.0,31.27598492575807,71.34849449203782,-40.07250956627975
Bole,Bole,44.898,82.0726,China,CN,CHN,Xinjiang,,235585.0,1156784761,82,1856.5331937125304,39.52382241112698,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,0,0,0,0.6966492933799683,0.0,0.0,0.22633062351089853,0.0,31.26093108786221,69.66492933799682,-38.40399825013461
Mzuzu,Mzuzu,-11.45,34.0333,Malawi,MW,MWI,Mzimba,,150100.0,1454525586,41,1701.3923236518865,42.71174855366974,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.7219987418670336,0.0,0.0,0.15771593965149386,0.0,31.24568876945375,72.19987418670335,-40.954185417249604
Neftekamsk,Neftekamsk,56.0833,54.25,Russia,RU,RUS,Bashkortostan,,126805.0,1643718660,88,1643.311518934363,43.97030090217015,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.731488932083826,0.0,0.0,0.13204446594382147,0.0,31.240224272510364,73.1488932083826,-41.90866893587224
Serdar,Serdar,38.9764,56.2758,Turkmenistan,TM,TKM,Balkan,,89582.0,1795429041,23,1522.9022066859688,46.69882868390048,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,0.0,0.0,,,0.0,0.0,0,0,0,0.7511633715594491,0.0,0.0,0.0791500109997274,0.0,31.233785027373877,75.11633715594492,-43.88255212857104
Saint-Marc,Saint-Marc,19.1167,-72.7,Haiti,HT,HTI,Artibonite,,160181.0,1332084366,103,1725.9996339631164,42.18945756118448,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7179779977207883,0.0,0.0,0.16761041698894,0.0,31.23327616366563,71.79779977207883,-40.564523608413204
San Cristóbal,San Cristobal,18.4167,-70.1333,Dominican Republic,DO,DOM,Valdesia,admin,275232.0,1214335207,103,1915.518697606249,38.37517772568967,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.6870112786398619,0.0,0.0,0.25000682264529933,0.0,31.230553485273965,68.70112786398619,-37.47057437871222
Magnitogorsk,Magnitogorsk,53.3833,59.0333,Russia,RU,RUS,Chelyabinskaya Oblast’,,418241.0,1643987830,88,2062.9937626064902,35.647296328972345,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.6629143945506537,0.0,0.0,0.31370101369230374,0.0,31.222090987410706,66.29143945506537,-35.06934846765466
Warnes,Warnes,-17.5103,-63.1647,Bolivia,BO,BOL,Santa Cruz,,214216.0,1068890339,99,1830.13890616947,40.0488809941619,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,0,0,0,0.7009620230440733,0.0,0.0,0.21185680095464005,0.0,31.21633293608253,70.09620230440733,-38.8798693683248
