city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,nearest_region_idx,dist_km_nearest_region,access_score,nearest_provider,nearest_region,nearest_location_name,nearest_lat,nearest_lon,ai_inst_count,ai_works_recent,geo_city,geo_country_code,top_inst_count,top_inst_ai_works,regions_within_1000,regions_within_1500,providers_within_1000,score_proximity,score_provider_diversity,score_redundancy,score_population,score_institutions,bundle_score,distance_only_score,bundle_gain_vs_distance
Suifenhe,Suifenhe,44.3998,131.1478,China,CN,CHN,Heilongjiang,,60000.0,1156783152,3,836.246738416165,65.82810118079928,aws,ap-northeast-2,Asia Pacific (Seoul),37.5666791,126.9782914,0.0,0.0,,,0.0,0.0,3,11,3,0.8633603536600595,1.0,0.7305976016521668,0.01814060938937299,0.0,60.76548731202548,86.33603536600594,-25.570548053980467
Monroe,Monroe,32.5183,-92.0774,United States,US,USA,Louisiana,,112891.0,1840014881,106,442.7618988607909,80.14113249436657,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,3,14,2,0.9276543315580248,0.6666666666666666,0.7962049529094938,0.11435273024432589,0.0,60.76453850962829,92.76543315580248,-32.000894646174196
Bebedouro,Bebedouro,-20.9494,-48.4792,Brazil,BR,BRA,São Paulo,,77627.0,1076045128,99,335.6440409925128,84.55043037304495,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9451569961944633,1.0,0.4731974454383393,0.057346786512284975,0.0,60.76444332703791,94.51569961944632,-33.751256292408414
Wenchang,Wenchang,31.054,116.9507,China,CN,CHN,Anhui,minor,664455.0,1156574542,76,852.8345234190356,65.28438785275138,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,2,10,2,0.8606499705013185,0.6666666666666666,0.705015029626574,0.3841637421156234,0.0,60.763680396185705,86.06499705013185,-25.301316653946145
Chapecó,Chapeco,-27.0958,-52.6178,Brazil,BR,BRA,Santa Catarina,,224013.0,1076258255,99,706.9050980827639,70.2259314675158,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,3,4,3,0.8844943027450584,1.0,0.4731974454383393,0.21866381619541675,0.0,60.75769103430868,88.44943027450583,-27.69173924019715
Hāthras,Hathras,27.6,78.05,India,IN,IND,Uttar Pradesh,,126882.0,1356072147,82,142.3726006528896,93.1288376636516,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,3,8,2,0.9767368398487827,0.6666666666666666,0.646015014942309,0.13213686838528146,0.0,60.74175184386515,97.67368398487827,-36.931932141013114
College Station,College Station,30.5852,-96.296,United States,US,USA,Texas,,215243.0,1840019570,106,248.20210767412243,88.32905764705788,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,3,7,2,0.9594446870098976,0.6666666666666666,0.6113851412715186,0.2125848185649865,0.0,60.737336877943484,95.94446870098976,-35.207131823046275
São José do Rio Pardo,Sao Jose do Rio Pardo,-21.5958,-46.8889,Brazil,BR,BRA,São Paulo,,54388.0,1076381687,99,215.5811708102512,89.78155924337558,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9647748283086235,1.0,0.4731974454383393,0.003192965385463396,0.0,60.73684929470199,96.47748283086234,-35.74063353616035
Paredes,Paredes,41.2,-8.3333,Portugal,PT,PRT,Porto,minor,86854.0,1620650523,89,399.215449840935,81.90519837505357,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,2,15,2,0.9347696614243068,0.6666666666666666,0.8151801883620247,0.07444261000274921,0.0,60.73512843244389,93.47696614243068,-32.7418377099868
Tikhvin,Tikhvin,59.6333,33.5,Russia,RU,RUS,Leningradskaya Oblast’,,58136.0,1643955290,88,364.8235954258244,83.32581359605264,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,3,5,3,0.9403891641480553,1.0,0.5268025545616606,0.013336789883869535,0.0,60.717656732605164,94.03891641480553,-33.32125968220036
Granada,Granada,37.1781,-3.6008,Spain,ES,ESP,Andalusia,minor,233648.0,1724929320,89,360.2269652461989,83.51754281349135,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,2,8,2,0.9411402366404742,0.6666666666666666,0.646015014942309,0.22507391072551508,0.0,60.71194335063632,94.11402366404742,-33.402080313411105
Highlands Ranch,Highlands Ranch,39.5419,-104.9708,United States,US,USA,Colorado,,105631.0,1840028579,58,471.2780131882821,79.00658310149838,azure,westcentralus,"Wyoming, West Central US, US",40.89,-110.234,0.0,0.0,,,0.0,0.0,8,15,2,0.9229949031887407,0.6666666666666666,0.8151801883620247,0.1042347998879684,0.0,60.711020951299524,92.29949031887406,-31.58846936757454
Ciudad del Este,Ciudad del Este,-25.5167,-54.6167,Paraguay,PY,PRY,Alto Paraná,admin,304282.0,1600265252,99,821.6139802361351,66.31149069799775,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,3,4,3,0.8657512926148517,1.0,0.4731974454383393,0.26528034534716205,0.0,60.707218566376596,86.57512926148517,-25.867910695108577
Tanjungpandan,Tanjungpandan,-2.75,107.65,Indonesia,ID,IDN,Kepulauan Bangka Belitung,minor,62374.0,1360732632,9,391.6537933940302,82.2154540027511,aws,ap-southeast-3,Asia Pacific (Jakarta),-6.1753942,106.827183,0.0,0.0,,,0.0,0.0,5,5,3,0.9360052083211546,1.0,0.5268025545616606,0.024047151349363517,0.0,60.70295392151155,93.60052083211546,-32.89756691060391
Cambé,Cambe,-23.2758,-51.2778,Brazil,BR,BRA,Paraná,,107341.0,1076233235,99,458.6631909599483,79.50648498788546,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9250561188189329,1.0,0.4731974454383393,0.10667920509321663,0.0,60.70039451073066,92.50561188189329,-31.805217371162627
Tanjore,Tanjore,10.8,79.15,India,IN,IND,Tamil Nādu,,222943.0,1356599194,66,266.5349961966203,87.52309381807567,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.0,0.0,,,0.0,0.0,2,7,2,0.9564491603441098,0.6666666666666666,0.6113851412715186,0.2179350096965107,0.0,60.697768678284824,95.64491603441098,-34.94714735612616
Lajes,Lajes,-27.8158,-50.3258,Brazil,BR,BRA,Santa Catarina,,157349.0,1076517475,99,593.4495791616513,74.32485339579932,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9030325179254929,1.0,0.4731974454383393,0.1648951558111564,0.0,60.69268973576215,90.30325179254929,-29.61056205678714
Ashino,Ashino,42.975,144.3747,Japan,JP,JPN,Hokkaidō,,198566.0,1392810778,44,902.3240684961446,63.6887636207518,azure,japaneast,"Tokyo, Saitama, Japan East, Asia Pacific",35.68,139.77,0.0,0.0,,,0.0,0.0,3,6,3,0.8525635605624668,1.0,0.5721250285404937,0.20030913936129738,0.0,60.689054941025546,85.25635605624669,-24.56730111522114
Lorca,Lorca,37.6798,-1.6944,Spain,ES,ESP,Murcia,,95515.0,1724565149,89,350.28926312487914,83.93356175682716,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,2,13,2,0.9427640206756271,0.6666666666666666,0.7759200756309999,0.08891144041361448,0.0,60.68303356769429,94.27640206756271,-33.593368499868426
Hot Springs,Hot Springs,34.4892,-93.0501,United States,US,USA,Arkansas,,60767.0,1840014670,102,282.8216109672397,86.81326047995486,gcp,us-central2,"Mayes County, Oklahoma, North America",36.3047676,-95.2355722,0.0,0.0,,,0.0,0.0,7,15,2,0.9537879872954147,0.6666666666666666,0.8151801883620247,0.020074091139667204,0.0,60.68033368434196,95.37879872954147,-34.69846504519951
Georgetown,Georgetown,30.6668,-97.6953,United States,US,USA,Texas,,79604.0,1840020875,31,159.12778278610654,92.35190131673508,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,1.0,1.0,Georgetown,US,1.0,1.0,3,7,2,0.9739991046136292,0.6666666666666666,0.6113851412715186,0.061174859427547516,0.10830182658188217,60.6728915937594,97.39991046136292,-36.72701886760352
Puyang,Puyang,35.7639,115.03,China,CN,CHN,Henan,minor,3580000.0,1156431924,12,475.8475477414231,78.82627750239608,aws,cn-north-1,China (Beijing),39.906217,116.3912757,0.0,0.0,,,0.0,0.0,2,7,1,0.9222482580221933,0.3333333333333333,0.6113851412715186,0.6405206593495426,0.0,60.668517330203656,92.22482580221933,-31.556308472015672
Shangtangcun,Shangtangcun,21.5989,111.5907,China,CN,CHN,Guangdong,,62287.0,1156688741,1,275.86695084016105,87.115664314791,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,4,4,3,0.9549243532225073,1.0,0.4731974454383393,0.023834691879464964,0.0,60.65245618866737,95.49243532225074,-34.83997913358337
Cirebon,Cirebon,-6.7167,108.5667,Indonesia,ID,IDN,Jawa Barat,,316126.0,1360011375,9,201.40639036174812,90.4201364385263,aws,ap-southeast-3,Asia Pacific (Jakarta),-6.1753942,106.827183,0.0,0.0,,,0.0,0.0,2,5,2,0.967090935383789,0.6666666666666666,0.5268025545616606,0.27109289561521527,0.0,60.652069168004694,96.7090935383789,-36.0570243703742
Sawahlunto,Sawahlunto,-0.6828,100.7783,Indonesia,ID,IDN,Sumatera Barat,,61427.0,1360188622,83,395.87808978094654,82.0419860396165,gcp,asia-southeast1,"Jurong West, Singapore, APAC",1.3434392,103.7058663,0.0,0.0,,,0.0,0.0,5,5,3,0.9353149738032459,1.0,0.5268025545616606,0.0217184080126566,0.0,60.6404133907446,93.5314973803246,-32.89108398958
Sibolga,Sibolga,1.7425,98.7792,Indonesia,ID,IDN,Sumatera Utara,,94971.0,1360021193,83,549.4160384155277,75.97939360762383,gcp,asia-southeast1,"Jurong West, Singapore, APAC",1.3434392,103.7058663,0.0,0.0,,,0.0,0.0,3,5,3,0.9102274367912349,1.0,0.5268025545616606,0.08804202606642987,0.0,60.63176618107076,91.02274367912348,-30.39097749805272
Felgueiras,Felgueiras,41.3667,-8.2,Portugal,PT,PRT,Porto,minor,58065.0,1620928002,89,392.38933254084105,82.18522321962702,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,2,18,2,0.9358850239254823,0.6666666666666666,0.8657065876392923,0.013150780263336033,0.0,60.61826147555871,93.58850239254824,-32.970240916989525
Cuttack,Cuttack,20.45,85.8667,India,IN,IND,Odisha,,606007.0,1356872061,64,708.7386693790496,70.16157884470677,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,0.0,0.0,,,0.0,0.0,2,8,2,0.8841947039281614,0.6666666666666666,0.646015014942309,0.3701482513564441,0.0,60.61023715160775,88.41947039281614,-27.80923324120839
Mansfield,Mansfield,32.569,-97.1211,United States,US,USA,Texas,,72419.0,1840020702,106,38.108752994560845,98.11260105964344,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,4,9,2,0.9937731696969064,0.6666666666666666,0.6769924925288455,0.04677594408324928,0.0,60.607453337057684,99.37731696969064,-38.769863632632955
Gunungsitoli,Gunungsitoli,1.1167,97.5667,Indonesia,ID,IDN,Sumatera Utara,minor,137104.0,1360175198,83,682.9527148273427,71.07202706865787,gcp,asia-southeast1,"Jurong West, Singapore, APAC",1.3434392,103.7058663,0.0,0.0,,,0.0,0.0,3,5,3,0.8884080342152919,1.0,0.5268025545616606,0.1439309255839055,0.0,60.59732357079517,88.84080342152919,-28.24347985073402
Xianyang,Xianyang,34.35,108.7167,China,CN,CHN,Shaanxi,minor,5040000.0,1156120117,13,412.29236613465247,81.37141163627129,aws,cn-northwest-1,China (Ningxia),37.3095528,105.96085530747736,0.0,0.0,,,0.0,0.0,2,5,1,0.9326329413206508,0.3333333333333333,0.5268025545616606,0.6925855919455765,0.0,60.5961398504346,93.26329413206508,-32.66715428163049
Tuticorin,Tuticorin,8.7833,78.1333,India,IN,IND,Tamil Nādu,,436094.0,1356751023,66,516.8353237067556,77.22726159273009,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.0,0.0,,,0.0,0.0,2,7,2,0.9155510059375143,0.6666666666666666,0.6113851412715186,0.32006368607724345,0.0,60.593772647732,91.55510059375143,-30.96132794601943
Bossier City,Bossier City,32.5227,-93.6666,United States,US,USA,Louisiana,,68159.0,1840013790,106,294.4116688989629,86.31163000624248,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,4,14,2,0.9518942143883304,0.6666666666666666,0.7962049529094938,0.03754782073047744,0.0,60.58206018013279,95.18942143883305,-34.60736125870026
Lawton,Lawton,34.6176,-98.4203,United States,US,USA,Oklahoma,,93025.0,1840020477,106,253.915112409346,88.07710550702157,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,6,11,2,0.9585112030144468,0.6666666666666666,0.7305976016521668,0.08489065558282644,0.0,60.57277197910277,95.85112030144468,-35.27834832234191
Sibu,Sibu,2.3,111.8167,Malaysia,MY,MYS,Sarawak,,247995.0,1458970454,35,894.4791105382545,63.93907205109359,azure,southeastasia,"Singapore, Southeast Asia, Asia Pacific",1.283,103.833,0.0,0.0,,,0.0,0.0,3,5,3,0.8538453978859201,1.0,0.5268025545616606,0.2341449466101384,0.0,60.56802843301379,85.38453978859201,-24.81651135557822
São Bento do Sul,Sao Bento do Sul,-26.25,-49.3789,Brazil,BR,BRA,Santa Catarina,,85421.0,1076190456,99,399.2337664647989,81.90444826513288,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9347666685552265,1.0,0.4731974454383393,0.07191026279716897,0.0,60.56728236574168,93.47666685552265,-32.90938448978097
Euless,Euless,32.8508,-97.0799,United States,US,USA,Texas,,57197.0,1840020693,106,27.719005604572203,98.6236097937477,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,4,10,2,0.9954708162690392,0.6666666666666666,0.705015029626574,0.010858178656849179,0.0,60.55693077501291,99.54708162690392,-38.99015085189101
Amarillo,Amarillo,35.1988,-101.8311,United States,US,USA,Texas,,205603.0,1840019156,106,536.5420385790807,76.47005044287228,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,6,11,2,0.9123310010908867,0.6666666666666666,0.7305976016521668,0.20561017393125108,0.0,60.536356677386735,91.23310010908867,-30.696743431701933
Kissimmee,Kissimmee,28.3042,-81.4164,United States,US,USA,Florida,,382720.0,1840015109,103,560.4022323735163,75.56317563954703,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,3,8,2,0.9084323330400564,0.6666666666666666,0.646015014942309,0.30019111693346495,0.0,60.53038529973887,90.84323330400565,-30.312848004266783
Lins,Lins,-21.6786,-49.7425,Brazil,BR,BRA,São Paulo,,76092.0,1076798294,99,366.378621726488,83.26105186003284,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9401350785606192,1.0,0.4731974454383393,0.054306713887527135,0.0,60.517965532312765,94.01350785606192,-33.495542323749156
Lake Charles,Lake Charles,30.2012,-93.2122,United States,US,USA,Louisiana,,156181.0,1840015039,106,444.3740425069906,80.07655901451926,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,3,11,2,0.9273909132060644,0.6666666666666666,0.7305976016521668,0.1637610402136066,0.0,60.51101615622917,92.73909132060643,-32.228075164377266
Xiangyang,Xiangyang,32.0654,112.1531,China,CN,CHN,Hubei,minor,5680000.0,1156107325,13,812.3644079179929,66.61887741339669,aws,cn-northwest-1,China (Ningxia),37.3095528,105.96085530747736,0.0,0.0,,,0.0,0.0,2,9,1,0.8672626387669937,0.3333333333333333,0.6769924925288455,0.7107824426155067,0.0,60.507129577845035,86.72626387669938,-26.219134298854343
Xinzhou,Xinzhou,38.4178,112.7233,China,CN,CHN,Shanxi,minor,3067501.0,1156617534,12,356.8883902377643,83.65707403055083,aws,cn-north-1,China (Beijing),39.906217,116.3912757,0.0,0.0,,,0.0,0.0,2,6,1,0.9416857475375282,0.3333333333333333,0.5721250285404937,0.6170031399096801,0.0,60.50435242825374,94.16857475375282,-33.66422232549908
Weinan,Weinan,34.4996,109.4684,China,CN,CHN,Shaanxi,minor,5300000.0,1156903687,13,444.2603767222286,80.08111012630516,aws,cn-northwest-1,China (Ningxia),37.3095528,105.96085530747736,0.0,0.0,,,0.0,0.0,2,5,1,0.927409485777911,0.3333333333333333,0.5268025545616606,0.7002422389588141,0.0,60.50205133392357,92.7409485777911,-32.238897243867534
Três Pontas,Tres Pontas,-21.3669,-45.5128,Brazil,BR,BRA,Minas Gerais,,56940.0,1076017914,50,268.65631810393324,87.43031070433099,azure,brazilsouth,"Sao Paulo State, Brazil South, South America",-23.55,-46.633,0.0,0.0,,,0.0,0.0,4,4,3,0.9561025441339978,1.0,0.4731974454383393,0.010172699682325731,0.0,60.49465394216988,95.61025441339977,-35.11560047122989
Marco de Canavezes,Marco de Canavezes,41.1833,-8.15,Portugal,PT,PRT,Porto,minor,53450.0,1620534118,89,383.809650898553,82.5385420440114,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,2,18,2,0.9372869124010439,0.6666666666666666,0.8657065876392923,0.0005449027323564359,0.0,60.48524885161648,93.72869124010438,-33.2434423884879
Casa Grande,Casa Grande,32.9068,-111.7624,United States,US,USA,Arizona,,61966.0,1840019364,33,66.8408239912351,96.71318802647814,azure,westus3,"Phoenix, West US 3, US",33.448376,-112.074036,0.0,0.0,,,0.0,0.0,5,10,2,0.9890784548008755,0.6666666666666666,0.705015029626574,0.023048214077719408,0.0,60.48408684759943,98.90784548008756,-38.42375863248813
Teófilo Otoni,Teofilo Otoni,-17.8578,-41.505,Brazil,BR,BRA,Minas Gerais,,140937.0,1076465745,75,588.3518070395367,74.51454062147577,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,4,4,3,0.9038654751711098,1.0,0.4731974454383393,0.1481280197364391,0.0,60.474500984466076,90.38654751711098,-29.912046532644908
Grapevine,Grapevine,32.9343,-97.0744,United States,US,USA,Texas,,55281.0,1840020697,106,31.31899460675766,98.44624751189458,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,4,10,2,0.9948825912853244,0.6666666666666666,0.705015029626574,0.005671891588240998,0.0,60.4556074696352,99.48825912853245,-39.03265165889725
Lahat,Lahat,-3.8,103.5333,Indonesia,ID,IDN,Sumatera Selatan,minor,65906.0,1360094721,9,450.42313946905824,79.83472947651893,aws,ap-southeast-3,Asia Pacific (Jakarta),-6.1753942,106.827183,0.0,0.0,,,0.0,0.0,5,5,3,0.9264025129748859,1.0,0.5268025545616606,0.032431302420457817,0.0,60.44460837372721,92.64025129748859,-32.195642923761376
Blida,Blida,36.4722,2.8333,Algeria,DZ,DZA,Blida,admin,331779.0,1012045589,89,718.307551863448,69.82669664418214,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,2,11,2,0.8826311836673673,0.6666666666666666,0.7305976016521668,0.2784492691657276,0.0,60.440950408963104,88.26311836673672,-27.822167957773615
Shidong,Shidong,23.6193,112.0701,China,CN,CHN,Guangdong,,54347.0,1156939710,1,260.9846156551626,87.7663244059772,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,4,4,3,0.9573560721434589,1.0,0.4731974454383393,0.0030781762262675496,0.0,60.43837721070746,95.73560721434589,-35.29723000363843
Shaoshanzhan,Shaoshanzhan,27.91,112.48,China,CN,CHN,Hunan,,86036.0,1156109964,1,648.6002654110229,72.30332038996376,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,4,6,3,0.8940210983069342,1.0,0.5721250285404937,0.07300223362468927,0.0,60.43775286475511,89.40210983069342,-28.964356965938308
Rājapālaiyam,Rajapalaiyam,9.4204,77.58,India,IN,IND,Tamil Nādu,,369991.0,1356110350,66,486.05314419343074,78.42506743099167,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.0,0.0,,,0.0,0.0,2,7,2,0.9205807010371202,0.6666666666666666,0.6113851412715186,0.2950423809993878,0.0,60.41964087554841,92.05807010371203,-31.638429228163616
Trichūr,Trichur,10.52,76.21,India,IN,IND,Kerala,,315596.0,1356589298,66,510.0715407357939,77.48887794086137,azure,southindia,"Chennai, South India, Asia Pacific",12.9822,80.1636,0.0,0.0,,,0.0,0.0,3,8,2,0.9166561832382027,0.6666666666666666,0.646015014942309,0.27083748264988716,0.0,60.41903479341104,91.66561832382027,-31.246583530409225
Linares,Linares,38.0833,-3.6333,Spain,ES,ESP,Andalusia,,57414.0,1724047784,89,259.53366405506983,87.83001985235155,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,2,14,2,0.9575931523069865,0.6666666666666666,0.7962049529094938,0.011434574336317284,0.0,60.418319000966626,95.75931523069865,-35.34099622973202
Telêmaco Borba,Telemaco Borba,-24.3239,-50.6158,Brazil,BR,BRA,Paraná,,79792.0,1076867165,99,398.4987075276412,81.93455609589662,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,4,4,3,0.9348867744864047,1.0,0.4731974454383393,0.06153392149490789,0.0,60.41644148345491,93.48867744864047,-33.07223596518556
Xingren,Xingren,25.4352,105.1907,China,CN,CHN,Guizhou,,417919.0,1156533633,1,977.2533408573224,61.34683101094269,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,3,4,3,0.8403203926006623,1.0,0.4731974454383393,0.3135837780112577,0.0,60.41453405577045,84.03203926006623,-23.617505204295774
Gulfport,Gulfport,30.4271,-89.0703,United States,US,USA,Mississippi,,220987.0,1840013947,106,776.7315838019708,67.81642309049218,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,0.0,0.0,,,0.0,0.0,4,15,2,0.8730849113830018,0.6666666666666666,0.8151801883620247,0.2165936367168004,0.0,60.400003831502445,87.30849113830018,-26.90848730679774
